CODE|STR
X13.1|HEMORRA., SANGR. NC GENITAL POSTCOITAL
X14.3|SECRECIO VAGINAL
X15.1|PRURITO (PICOR DE) VAGINA
S01.1|DOLOR PIEL NC
S02.1|IRRITACION, IRRITABLE PIEL (PICAZON)
D83.19|ESTOMATITIS HERPETICA
D83.3|CALCULO SALIVAR
D84.5|ESOFAGITIS
D84.13|ESOFAGITIS POR REFLUJO
D85.3|ULCERA DUODENAL AGUDA CON HEMORRAGIA
H29.0|OTROS SIG/SIN DEL OIDO/OREJA (NO MAPEA)
H59.0|OTROS PROCEDIMIENTOS TERAP NE (NO MAPEA)
H70.4|FORUNCULO DEL CONDUCTO AUDITIVO EXTERNO
H71.1|MIRINGITIS
H71.11|OTITIS CATARRAL
H73.0|SALPINGITIS TROMPA DE EUSTAQUIO (NO MAPEA)
H73.4|INFECCION, TROMPA DE EUSTAQUIO NC
H73.7|OTOTUBARITIS (AGUDA)
H75.0|NEOPLASIAS DEL APARATO AUDITIVO (NO MAPEA)
H76.1|EXTRAÑO, CUERPO OIDO
H78.1|LESION OIDO SUPERFICIAL NC
H80.5|FISTULA PREAURICULAR
H81.2|TAPON DE CERUMEN
H82.1|ALTERACION LABERINTICA
A62.4|PENDIENTE
A70.2|TUBERCULOSIS ARTICULAR
A70.6|TUBERCULOSIS INTESTINAL
A70.10|TUBERCULOSIS RENAL
A70.13|POTT, MAL DE (TBC VERTEBRAL)
A70.20|PLEURESIA CON DERRAME TUBERCULOSO
A76.7|ERITEMA INFECCIOSO
A77.3|ENFERMEDAD VIRAL NC
A77.4|FIEBRE AMARILLA
A77.5|FIEBRE HEMORRAGICA (PICADURA DE ARTROPODO)
A77.10|VIRIASIS PROBABLE
A78.1|"PESTE (""PASTEURELLA PESTIS"")"
A78.8|FIEBRE RECURRENTE POR PIOJOS
A78.18|INFECCION POR HONGOS DEMATIACEOS
A78.26|- OTRA ENFERMEDAD DE TRANSMISION SEXUAL, ETS, VENEREA NE 
A80.6|ACCIDENTE DE TRAFICO (SIN HERIDAS)
A81.4|TRAUMA, TRAUMATISMO, LESION INTERNA
A84.8|INTOXICACION POR AMONIACO 
A85.1|ALERGIA FARMACOS
A85.2|ALERGICO FARMACOS
A85.12|REACCIO ADVERSA A FARMAC
A85.14|ALERGIA PENICILINA
A85.22|DERMATITIS PER FARMACS NC
A86.4|EFECTO TOXICOS SUBST. DIVERSAS (EX.DROGAS)
A86.8|DROGA, EFECTE TOXIC
A86.10|EFECTE SECUNDARI DROGA
A86.11|INTOXICACION POR MONOXIDO DE CARBONO 
A86.13|DERMATITIS POR DROGAS NC
A86.12|ENVENENAMIENTO HIEDRA (VENENO DE)
A87.4|COMPLICACION TRATAMIENTO MED./QUIRUR. (NO FARM.) NC
A87.12|REACCION TRANSFUSION
A88.8|EFECTO ADVERSO FACTORES AMBIENTALES NC
A88.14|EFECTO ADVERSO PRESION DEL AIRE NC
A88.15|EFECTO ADVERSO SED NC
A88.1|ATAQUE, DESMAYO CALOR
A88.5|DESCARGA ELECTRICA
A88.18|GOLPE CALOR
A88.20|INSOLACION
A88.21|SHOCK ELECTRICO
A89.0|EFECTOS ADVERSOS PROTESIS (NO MAPEA)
A89.2|COMPLICACION IMPLANTES NC
A90.4|SINDROME DOWN, DE
A90.3|SIFILIS CONGENITA
A90.1|ANORMAL CROMOSOMICA
A91.2|INVESTIGACIONES RESULTADOS ANORMALES INESPECIFICAS NC
A91.27|PLAQUETAS ANORMALES
T87.0|HIPOGLUCEMIA (NO MAPEA)
T87.4|HIPOGLUCEMIA
T90.13|DMNID
T91.4|DEFICIENCIA PROTEICA (CALORIAS)
T91.13|DEFICIENCIA VITAMINA B12 
T91.15|FERROPENIA
T91.19|DEFICIT DE FOLATOS
T92.1|GOTA
X84.5|VAGINOSIS BACTERIANA
X85.2|CERVICAL LEUCOPLASIA
X86.1|ANORMAL FROTIS CERVICAL
X86.2|ANORMALIDAD FROTIS CERVICAL (UTERINO)
X87.7|PROLAPSO VESICAL
X88.3|MAMA FIBROQUISTICA
X88.7|QUISTE SOLITARIO MAMARIO 
X91.0|CONDILOMA ACUMINADO, MUJER (NO MAPEA)
X99.14|BARTHOLINITIS
X99.20|OVARICO, QUISTE (BENIG.)
T93.2|ENFERMEDAD METABOLISMO LIPIDICO NC
W11.1|CONTRACEPCION ORAL (MUJER)
W13.3|LIGADURA DE TROMPAS
W15.6|INFERTILIDAD
W14.3|PLANIFICACION FAMILIAR MUJER
W14.4|ATEN CONTRAC-OTRA ASISTENCIA ANTICONCEPTIVA ESPECIFICADA
A04.4|EXHAUSTO, FISICAMENTE
A27.1|MIEDO (DE PADEC.) ENFERMEDAD NC
A27.3|MIEDO (DE PADEC.) MONONUCLEOSIS
A27.5|MIEDO (DE PADEC.) TUBERCULOSIS
A28.0|INCAPACIDAD/MINUSVALIA NE (NO MAPEA)
A29.1|PROBLEMA NC
A29.3|SINTOMA, QUEJA, SIGNO NC
A29.13|OTROS SINTOMAS GENERALES
A29.15|CAIDAS FRECUENTES
A30.0|EXPLORACION MEDICA COMPLETA (NO MAPEA)
A50.2|MEDICACION:SOLICITUD/PRESCRIPCION/RENOVACION/INYECTABLES
A51.1|INCISION/DRENAJE/LAVADO/ELIMINACION DE FLUIDOS ORGANIZAC
A58.0|CONSEJO TERAPEUTICO/ESCUCHA TERAPEUTICA (NO MAPEA)
A60.2|RESULTADOS DE PRUEBAS Y PROCEDIMIENTOS
A60.4|PRUEBA
A61.0|RESULTADOS DE EXPLORACION/PRUEBAS/REGISTROS/INFORMES DE OTRO (NO MAPEA)
A62.2|EMISION DE CERTIFICADO MEDICO (INC APTITUD MUERTE INCAPA
A62.7|CONSULTA ADMINISTRATIVA
A62.5|CONSULTA (NO ACUDE)
A65.0|CONSULTA/PROBLEMA INICIADO POR UN TERCERO DISTINTO AL PACIEN (NO MAPEA)
A91.44|HIPERBILIRRUBINEMIA
A92.1|ALERGIA
A84.2|EFECTO TOXICOS FARMACOS (SOBRED.) (DOSIS ERRONEA)
A84.3|ENVENENAMIENTO FARMACO (SOBRED.) (DOSIS ERRONEA)
A80.7|ACCIDENTE LABORAL
A85.7|REACCION FARMACOS, DOSIS APROP.
A92.5|SHOCK ANAFILACTICO
A92.6|ALERGIA ALIMENTARIA
A92.11|ALERGICO
B81.5|ANEMIA MEGALOBLASTICA, MACROCITICA (VER FOLATOS, VIT B12
D70.0|INFECCION GASTROINTESTINAL (NO MAPEA)
D93.4|SINDROME FLEXURA ESPLENICA
H13.3|OIDO, OREJA TAPONAMIENTO
L03.6|MOLESTIES COLUMNA LUMBAR
L87.7|ABSCESO CAPSULAS, VAINAS, EN
S12.6|PICADURA MEDUSA
S14.4|QUEMADURA (PIEL)
X20.10|CLIVELLA MUGRO (NO GESTANT)
S71.5|HERPES SIMPLE
S92.7|SUDOR ESCASO
S94.2|INCARNADA, UÑA DEL PIE
X82.1|LESION APARATO GENITAL FEMENINO NC
S99.41|ENFERMEDAD UÐAS NC
S99.47|RIESGO DE DETERIORO DE LA INTEGRIDAD CUTANEA
T26.0|MIEDO CANCER APARATO ENDOCRINO (NO MAPEA)
T29.0|OTR SIG/SIN ENDOCR/METAB/NUTRI (NO MAPEA)
T85.7|TIROTOXICOSIS
X99.13|QUISTE BARTHOLINO
T93.7|DISLIPEMIA
T93.8|HIPERLIPEMIA MIXTA
T99.7|AMILOIDOSIS
T99.10|CUSHING, SINDROME DE
T99.16|HASHIMOTO, ENFERM. DE
Z08.2|PROBLEMA SEGURIDAD SOCIAL NC
Z09.6|ENCARCELAMIENTO PROPIO
Z11.1|PROBLEMA SENTIRSE/ESTAR ENFER. NC
Z12.12|MALTRATO,MALOS TRATOS (DE) CONYUGE
Z15.0|PERDIDA/MUERTE DE LA PAREJA (NO MAPEA)
Z16.5|INFANTIL DESCUIDO, NEGLIGENCIA
Z18.1|NIÑO PROBLEMAS CON  ENF.
Z18.4|PROBLEMA INTERPERSON.NC(CON)NIÑOS(HIJOS)NC CUIDADO POR EN NC
Z20.0|PROBL RELACION CON PADRES OTR FAM (NO MAPEA)
Z20.10|PROBLEMA INTERPERSONAL (AMB) FAMILIARS DIVORCI NC
Z23.0|PERDIDA/MUERTE PADRES OTR FAM (NO MAPEA)
Z24.2|DISPUTA AMIGOS
A92.3|ANGIONEUROTICO, EDEMA
A92.12|ALERGIA RASH
A92.16|REACCION ALERGICA CON BRONCOESPASMO (EXCLUIDO FARMACOS)
A92.24|ALERGIA CUTANEA
A92.25|ALERGIA NE / EDEMA ALERGICO
A92.26|URTICARIA/ANGIOEDEMA
A93.0|RECIEN NACIDOS PREM/INMADUROS (NO MAPEA)
A94.0|OTRA MORBILIDAD PERINATAL (NO MAPEA)
A95.0|MORTALIDAD PERINATAL (NO MAPEA)
A98.0|MEDICINA PREVENTIVA/PROMOCION SALUD (NO MAPEA)
Z25.0|PROBL DERIVADOS VIOLENCIA/AGRES (NO MAPEA)
Z28.2|SOCIAL MINUSVALIA
Z29.1|AISLAMIENTO PERSONAL
W96.1|COMPLICACION PUERPE. (POSTNATALES) NC
W96.2|PUERPERAL PIREXIA (CAUSA DESCO.)
W95.0|OTR PROBL/ENF MAMA EMB/PUERP (NO MAPEA)
W94.0|MASTITIS PUERPERAL (NO MAPEA)
W93.2|DESPROP. MATERNOFETAL (CEFALOPELVICA) NACIDO MUERTO(S)
W93.10|VENTOSA, EXTRACC. CON NACIDO MUERTO(S)
A29.5|ATURDIMIENTO,EMBOTAMIENTO
D01.17|DOLOR ABDOMINAL / COLICO NEOM / DOLOR EPIGASTRICO
D06.2|ABDOMEN DOLOR COLICO LOCALIZADO
D07.6|DISPEPSIA MIXTA
D07.12|DISPEPSIA BILIAR
D08.5|EXCESO (EXCESIVO) GAS
D08.12|FLATULENCIA, AEROFAGIA, DOLOR POR GASES
K89.4|SINDROME VERTEBRAL, ARTERIA
K90.5|HEMORRA., SANGR. NC CEREBRAL/ICTUS
K90.13|RUPTURA VASO SANGUIN., CEREB.
K91.0|ENFERMEDAD CEREBROVASCULAR (NO MAPEA)
K91.5|CEREBROVASCULAR ENFERMEDAD
K91.8|SECUELA/S DE ICTUS/ACV
K92.6|ENFERMEDAD RAYNAUD, DE NC
K93.2|INFARTO PULMONAR (EMBOLISM.)
B25.0|MIEDO AL SIDA (NO MAPEA)
B50.0|ANTICOAGULACION ORAL (NO MAPEA)
B70.4|ADENITIS CERVICAL
B71.4|LINFADENITIS NC
D70.26|GASTROENTERITIS INFECCIOSA
D71.1|MENINGITIS URLIANA (COMPL. PAPERAS)
D72.12|HEPATITIS C CRONICA
D72.4|HEPATITIS VIRAL (DIF. A/B)
D72.2|HEPATITIS B
K05.3|IRREGULAR LATIDO CARDIACO
L20.5|ENTUMECIMIENTO ARTICULACIONES
L44.0|PROFILAXIS OSTEOPOROSIS POSTMENOPAUSICA (NO MAPEA)
L70.13|ENF. INVASIVA H. INFL (ARTRITIS)
L75.5|FRACTURA CONDIL FEMORAL
L83.13|OTRA ALTERACION COLUMNA CERVICAL 
L85.6|CIFOESCOLIOSI ADQUIRIDA
L86.2|DOLOR ESPALDA CON SINT. DE IRRADI. NC
L87.12|TENDINITIS DE CADERA
L92.14|TRAST HOMBRO (NCOC) / PERIARTRITIS ESCAPULOHUMERAL (O FIBROS
L96.3|LESION MENISCO (RODILLA) LATERAL NC
L96.13|MENISCOPATIA EXTERNA AGUDA
L96.14|MENISCOPATIA INTERNA AGUDA
L97.2|NEOPLASIA BENIGNA LIGAMENTOS
W92.15|CESARIA
W91.0|PARTO NORMAL/RN MUERTO (NO MAPEA)
W90.0|PARTO NORMAL/RECIEN NACIDO VIVO (NO MAPEA)
W90.1|PARTO NORMAL NACIDO VIVO(S)
W90.3|PART
W85.2|DIABETES MELLITUS EN EMBARAZO, PARTO O PUERPERI
W84.0|EMBARAZO DE ALTO RIEGO (NO MAPEA)
W84.8|MULTIPLE EMBARAZO
W84.16|ANEMIA DEL EMBARAZO
W84.20|HIDRAMNIOS
W84.28|POBRE CRECIM. FETAL (PARA EDAD GESTACIONAL)
W83.2|ABORTO ILEGAL
W58.1|ABORTO CONSEJO SOBRE
W51.0|INCISION/DRENAJE/LAVADO (EXCL -53) (NO MAPEA)
W29.4|SINTOMA, QUEJA, SIGNO PARTO NC
W28.1|INCAPACIDAD (MINUSV.) NC DURANTE EL EMBARAZO
W27.0|MIEDO COMPLICACIONES EMBARAZO (NO MAPEA)
W19.0|SIG/SIN DE LA MAMA/LACTANCIA (NO MAPEA)
W19.2|INCAPACIDAD LACTAR
W02.0|MIEDO A ESTAR EMBARAZADA (NO MAPEA)
W03.2|HEMORRA., SANGR. NC ANTEPARTO
W05.1|HIPEREMESIS GRAVIDICA
W10.1|CONTRACEPCION POSTCOITAL
H86.17|HIPOACUSIA CRONICA NEUROSENSORIAL
K02.1|CORAZON PESADEZ DEL
K02.4|TORAX PRESION EN EL (ATRIBU. AL CORAZON)
K03.1|CIRCULACION DOLOROSA
D73.0|INFECCION INTESTINAL INESP/POSIBLE (NO MAPEA)
D73.16|COLITIS NE
D74.0|NEOPLASIAS MALIGNAS DEL ESTOMAGO (NO MAPEA)
D75.5|NEOPLASIA M DE COLON/RECTO
D77.2|NEOPLASIA MALIGNA ESOFAGO
D77.4|CANCER DE HIGADO (HEPATOCARCINOMA)
D77.5|CANCER DE VESICULA BILIAR
D78.1|CARCINOMA IN SITU, NC (DE) APRTO. DIG. (BENIGNO)
D78.8|POLIPOSIS COLON
D79.0|CUERPO EXTRAÑO EN TRACTO DIGESTIVO (NO MAPEA)
D79.4|RECTO CUERPO EXTRAÑO
D81.0|ANOMALIAS CONGEN DIGESTIVO (NO MAPEA)
D81.7|MECKEL, DIVERTICULO DE
D81.8|ESTENOSIS HIPERTROFICA DEL PILORO
D82.0|ENF DE LOS DIENTES/ENCIAS (NO MAPEA)
D82.10|MALOCLUSION DENTAL
D82.26|ENFERMEDAD DE LOS MAXILARES (QUISTES...)
D84.8|REFLUJO ESOFAGICO
D84.6|ESTENOSIS ESOFAGO
D89.2|HERNIA INGUINOESCROTAL
D91.8|HERNIA ABDOMINAL, EVENTRACION
D96.1|QUISTE HIDATIDICO (HEPATICO)
D96.15|FILARIASIS
D97.11|HEPATOPATIA ENOLICA
D98.5|ENFERMEDAD VESICULA BILIAR NC
D98.6|VESICULA BILIAR, ENF. DE LA (NO CALCULOSA)
Y04.7|ULCERA, ULCERACION PENE
Y75.6|BALANITIS, BALANOPOSTITIS
Y76.2|VERRUGA VENEREA MASCULINA (CONDIL.)
Y78.0|OTR NEO MALIG MAMA/GENITAL HOMBRE (NO MAPEA)
Y81.4|ADHERENCIAS PREPUCIALES
U53.2|DILATACION URETRAL
A54.1|REDUCCION/FIJACION/SUTURA/ESCAYOLA/APLICIONES Y REMOCI
L54.15|ESCAYOLA REMOCION DE
L54.1|AJUSTE E INSERCION COLLARIN CERVICAL
L54.5|AJUSTE E INSERCION ZAPATOS ORTOPEDICOS
L54.8|APLICACION SOPORTE CERVICAL
L54.11|ESCAYOLA DISLOCACION
L54.13|ESCAYOLA ESGUINCE
L54.3|AJUSTE E INSERCION SOPORTES (ESPALDA,PIERNA,CUELLO)
L54.19|REMOCION FERULAS
L54.21|REPARACION Y FIJAC. NC FRACTURA
L54.23|TENDON FIJACION O SOPORTE
X54.1|AJUSTE E INSERCION PESARIO VAGINAL
L55.2|INFILTRACION ARTICULACION
N55.4|INYECCION NERVIO
N55.2|GATILLO PUNTO DE INYECCION
N55.3|INYECCION LCR
S55.1|INYECCION QUISTES Y LESIONES CUT.
K56.1|MEDIAS LINDEFEMA
D56.1|TAPONAMIENTO (TERAP.) RECTO
H56.1|TAPONAMIENTO (TERAP.) OIDO
R56.1|TAPONAMIENTO (TERAP.) NASAL
X56.0|VENDAJE/PRESION/COMPRESION (NO MAPEA)
X56.1|TAPONAMIENTO (TERAP.) VAGINAL
A02.2|ESTREMECIMIE./ESCALOF.
A02.6|TIRITAR
A03.1|FIEBRE (FEBRIL)
A03.4|FEBRICULA
A03.5|FIEBRE FACTICIA
A03.9|FIEBRE CON OTRO DIAGNOSTICO
A04.12|SENTIRSE DEBIL
A09.1|EXCESO (EXCESIVO) SUDORACION
K75.8|INFARTO AGUDO MIOCARDIO NO Q
K05.7|PREOCUPACION.LATIDOS CARDIACOS IRREGULARI.(DE)(DEL)LATIDOS
K22.1|FACTOR DE RIESGO ENF. CARDIOVASCULAR (PERSONAL/FAMILIAR)
K25.0|MIEDO A LA HIPERTENSION (NO MAPEA)
K96.16|HEMORROIDES REDUC. DE/INFIL. LOC. DE
K85.2|PROBLEMA PRESION SANGUINEA NC
K92.18|ARTERIOSCLEROSI EEII
W82.2|ABORTO ESPONTANEO
W82.4|INCOMPLETO, ABORTO (ESPONT.)
W82.9|ABORTO AMENAZA DE
W81.3|EMBARAZO COMPLICADO (POR) HIIPERTENSION
D11.6|HECES FRECUENTES
D14.4|HEMORRAGIA DIGESTIVA ALTA POR AINES 
D16.3|HEMORRA., SANGR. NC RECTAL
D16.6|HEMORRAGIA RECTAL Y ANAL, RECTORRAGIA (EXC. MELENA)
D17.1|ENCOPRESIS ORIGEN ORGANICO
D20.0|SIG/SIN DE BOCA, LENGUA Y LABIOS (NO MAPEA)
D20.15|HIPERSALIVACION
D20.27|SINTOMA, QUEJA, SIGNO LENGUA NC
D20.31|SIGNOS Y SINTOMAS DE BOCA, LENGUA Y LABIOS
D20.36|GEOGRAFICA, LENGUA
D21.1|ATRAGANTAMIENTO
D24.0|MASA ABDOMINAL NE (NO MAPEA)
D25.1|ABDOMEN DISTENSION
D25.5|LLENO, ABDOMEN
D26.1|MIEDO (DE PADEC.) CANCER NC (DE) APARATO DIGESTIVO
D27.0|MIEDO OTR ENF APARATO DIGESTIVO (NO MAPEA)
D27.7|MIEDO (DE PADEC.) ULCERA
D28.0|INCAP/MIN APARATO DIGESTIVO (NO MAPEA)
D28.1|INCAPACIDAD (MINUSV.) NC APARATO DIGESTIVO
D29.3|SINTOMA, QUEJA, SIGNO DIGESTIVOS NC
D40.3|ENDOSCOPIA (DIAGNOST.) GASTRICA
D41.2|EED (ESOF./ESTOM./DUOD.)
D52.0|EXCISION/REMOCION/BIOPSIA (NO MAPEA)
D70.4|COLERA
D70.7|DISENTERIA AMEBIANA
D70.12|FIEBRE PARATIFICA
K22.3|RIESGO CARDIOVASCULAR
K27.2|MIEDO (DE PADEC.) ENFERMEDAD CIRCULATORIA
K59.1|CONVERSION RITMO CARDIACO
K71.2|CARDITIS REUMATAICA CRONICA
F73.2|INFECCION, OJO NC
F73.20|QUERATITIS HERPETICA
F73.24|CONJUNTIVITIS SECA
F79.10|LESIO CORNIAL TRAUMATICA
F81.3|GLAUCOMA CONGENITO
F93.7|GLAUCOMA BILATERAL
F95.3|ESTRAVISME DIVERGENT
F99.1|ALTERACION RETINA (INESPECIFICA)
F99.11|ENFERMEDAD OJO NC
F99.15|PAPILEDEMA
B77.1|LESION ORG. HEMATOPOY. NC
B90.5|VIH POSITIVO
Y72.0|HERPES GENITAL, EN EL HOMBRE (NO MAPEA)
Y75.0|BALANITIS (NO MAPEA)
W80.2|EMBARAZO TUBARICO
W79.0|EMBARAZO NO DESEADO (NO MAPEA)
W79.1|EMBARAZO CONFIRMADO NO DESEADO
W78.0|EMBARAZO (NO MAPEA)
W78.6|SEGUIMIENTO DE EMBARAZO
W75.0|LESIONES COMPLICAN EL EMBARAZO (NO MAPEA)
W73.0|NEO BENIG/INESP RELACION EMB (NO MAPEA)
W71.0|OTR ENF INFECC EMB/PARTO/PUERP (NO MAPEA)
W70.1|ENDOMETRITIS PUERPERAL
W60.1|EMBARAZO PRUEBAS RESULTADOS DE
F99.27|EPISCLERITIS
F99.29|AMBLIOPIA
H01.4|OIDO, OREJA INFLAMACION
H01.5|PABELLON AURICULAR DOLOR
H01.7|DOLOR DE OIDO/OREJA/MASTOIDE, OTALGIA
H02.5|OIDO, DISMINUCION AUDICION (EXC. SORDERA H84)
H04.5|OTORREA, SECRECION POR EL OIDO (EXC. SANGRE H05)
H27.1|MIEDO (DE PADEC.) ENFERMEDAD AUDITIVA
H29.5|OIDO, OREJA PICOR
H71.13|INFECCION, OIDO NC
H76.2|COS ESTRANY A CAE
H78.4|LESION EN EL PABELLON AURICULAR, OREJA RASGADA, DESGARRO
H82.11|OTRO VERTIGO PERIFERICO Y VERTIGO PERIFERICO NEOM
H86.6|SORDERA (COMPL./PARC.) MIXTA
X41.2|TERMOGRAFIA MAMARIA
S79.0|NEO BENIGNAS/INESPECIFICAS PIEL (NO MAPEA)
Y83.1|CRIPTORQUIDIA
K74.5|CARDIOPATIA ISQUEMICA (ANGINA)
K74.17|SINDROME CORONARIO AGUDO
K75.3|OCLUSION (ARTERIAL) CORONARIA (INFARTO)
K84.11|BLOQUEO DE RAMA DERECHA
K84.21|HIPERTROFIA VENTRICLE ESQ.
K84.27|BLOQUEO INCOMPLETO DE RAMA DERECHA
K84.32|ROTURA CARDIACA
K86.1|ESENCIAL, HIPERTENSION BENIGNA
K87.13|HTA BENIGNA CON CARDIOPATIA (CON FALLO CADIA.CONGESTIVO)
L18.22|MIOFIBROSIS
L18.23|DOLOR OSTEOMUSCULAR
L20.0|SIG/SINA ARTICULARES NE (NO MAPEA)
L26.0|MIEDO CANCER APARATO LOCOMOTOR (NO MAPEA)
L28.2|INCAPACIDAD (MINUSV.) NC APARATO LOCOMOTOR
L41.2|RADIOGR. (DIAG./CONTR.) HUESO
L70.4|INFECCION, APARATO LOCOMOTOR NC
L71.0|NEO MALIG DEL APARATO LOCOMOTOR (NO MAPEA)
L87.33|TENDINITIS ANSERINA
L88.0|ARTRITIS REUMATOIDE (NO MAPEA)
L88.7|ARTRITIS REUMATOIDE SERONEGATIVA
L91.7|OSTEOARTROSIS MUÑECA
L91.14|MONOARTRITIS NC
L91.27|ARTRITIS TRAUMATICA
N17.15|SENSACION CAIDA
N19.3|ARTICULAR MAL LAS PALABRAS
N29.3|INCOORDINACION
N29.10|DIFICULTAD EN LA MARCHA
N42.1|EEG (ELECTROENCEFALO.)
N70.1|EFECTO TARDIO POLIOMIELITIS
N73.8|INFECCION, SISTEMA NERVIOSO NC
N79.1|CONCUSION (CONTUSION CEREBRAL)
N81.1|ESPINAL, LESION DE LA MEDULA (TRAUMATICA)
N87.1|ENFERMEDAD PARKINSON, DE NC
N89.5|MIGRAÑA OFTALMICA
P22.6|PROBLEMA CONDUCTA DE NIÐOS NC
P24.5|FALLO MADURACI./APRENDIZ.
P24.13|TRASTORNO DE DESARROLLO DEL HABLA O DEL LENGUAJE
P28.1|INCAPACIDAD (MINUSV.) NC PSICOLOGICA
P29.10|SINTOMA, QUEJA, SIGNO PSICOLOGICOS NC
P70.1|ALZHEIMER, ENF. DE
P71.1|DELIRIUM (NO ALC.) (ORG.)
P72.4|PARANOIA, ESTADO O REACCION PARANOIDE
P72.7|PSICOSIS, PSICOTICO HEBEFRENICA
P73.0|PSICOSIS AFECTIVAS (NO MAPEA)
P73.5|PSICOSIS, PSICOTICO ESQUIZOAFECTIVA, ESQUIZOF.
P75.0|TRAST SOMATIZACION/DE CONVERSION (NO MAPEA)
P75.9|SOMATITZADOR
P76.3|REACTIVA, DEPRESION
P76.8|TRASTORNOS DEPRESIVOS MAYOR UNICO
P76.10|DEPRESION ANSIOSA
P76.18|TRASTORNO ADAPTATIVO MIXTO(ANSIOSO/DEPRESIVO)
P78.3|NEURASTENIA
D99.11|INTROSUSPECCION, DEL INTEST.
F05.4|DIFICUL. LECTURA
F13.9|SINDROME CONJUNTIVAL
F28.1|INCAPACIDAD (MINUSV.) NC DEL OJO
F51.2|LAVADO OCULAR
F70.2|CONJUNTIVITIS INFECCIOSA CHLAMYDIA NC
F70.10|FARINGOCONJUNTIVITIS VIRAL - AMBOS/AS 
S03.1|VERRUGA PLANTAR
S03.6|VERRUGA VIRICA / CONDILOMA ACUMINADO
S04.4|INFLAMACION, PIEL LOCALIZADA NC
S04.11|BULTO, MASA NE
S04.18|TUMEFACCION, MASA O BULTO SUPERFICIAL LOCALIZADA
S07.3|EXANTE. (PIEL). VEASE RASH
S08.3|PALIDEZ
S08.9|MANCHAS CUTANEAS
X16.4|PRURITO (PICOR DE) VULVA
X18.1|DOLOR MAMA NC
S10.0|FORUNCULO/ANTRAX (NO MAPEA)
X19.3|NODUL MAMARI NCD01
S10.12|INFECCION, PIEL NC LOCALIZADA
X20.1|FISURA PEZON
S11.0|INFECC DERMATOLOGICA POSTRAUMA (NO MAPEA)
S11.1|INFECCION DE HERIDA POSTRAUMATICA, PIEL
S12.3|PICADURA DE INSECTO (NO TOXICA)
X20.5|SECRECION DEL PEZON (FEMENINO)
S15.0|CUERPO EXTRAÑO EN LA PIEL (NO MAPEA)
X25.0|MIEDO AL CANCER GENITAL FEMENINO (NO MAPEA)
S17.2|AMPOLLA CUTANEA
X26.1|MIEDO (DE PADEC.) CANCER NC (DE) MAMA
X28.0|INCAP/MIN GENITAL/MAMAS, MUJER (NO MAPEA)
S19.0|OTRAS LESIONES DE LA PIEL (NO MAPEA)
X29.3|SINTOMA, QUEJA, SIGNO REPRODUC., APARATO FEMENINO NC
S21.5|SECO, SEQUEDAD PIEL
S22.7|UÑA DISTROFICA
S24.1|ANORMAL PELO
S24.3|PROBLEMA ASPECTO PELO NC
S24.7|ENFERMEDAD PELO NC
S27.0|MIEDO OTR ENFERMEDADES DE LA PIEL (NO MAPEA)
S27.1|MIEDO (DE PADEC.) ENFERMEDAD CUTANEA
S52.3|DERMOABRASION
S70.1|CULEBRILLA (HERP. ZOS.)
S74.0|DERMATOMICOSIS (NO MAPEA)
S74.5|PITIRIASIS VERSICOLOR
S74.1|ATLETA, PIE DE
S76.1|ERISIPELAS
S76.5|ERITEMA CRONICO MIGRATORIO
S76.7|LYELL ESTAFILOCOCICO
S77.3|MELANOCARCINOMA
P08.1|DISPAREUNIA PSICOGENA
P08.10|DISFUNCION SEXUAL
P08.11|PROBLEMA SEXUAL DISFUNCION MASCULINA
P08.12|DISFUNCION ERECTIL, ORIGEN NO ORGANICO
P09.1|ALTERACION IDENTIDAD PSICOSEXUAL
P09.8|PROBLEMA LESBIANISMO NC
P10.0|TARTAMUDEO, DISFEMIA, TICS (NO MAPEA)
P12.1|ENURESIS (PSICOGENA)
P15.3|ADICCION ALCOHOL (CRONICA)
P15.7|DELIRIUM TREMENS
P19.1|ABSTIENCIA, SINDRO. DE DROGAS
A66.0|DERIVACION A OTRO PROFESIONAL/ENFERMERA/TERAPEUTA/ASISTENTE (NO MAPEA)
A69.0|OTRAS RAZONES DE CONSULTA NE (NO MAPEA)
A81.2|POLITRAUMATISMO
A82.1|EFECTO TARDIO TRAUMATICOS
A82.3|EFECTO TARDIO DE CONTUSION
A84.0|INTOXIC/ENVEN/SOBRE MED (NO MAPEA)
A84.5|INTOXICACIO MEDICAMENTOSA PER ERROR
A30.6|REVISION DEL NIÑO SANO
A30.5|NIÑO REVISION DE CRECIMIEN. EXPLORAC. COMPLETA
A31.3|NIÑO REVISION DE CRECIMIEN. EXPLORAC. PARCIAL
A33.1|AGLUTINACION (MONONUCLEOSIS)
A33.3|PRUEBAS MICROBIOLOGICAS Y OTRAS PRUEBAS
A44.2|INMUNIZACION DTP
A44.17|INMUNIZACION PAROTIDITIS
A60.1|TUBERCULOSIS RESULTADO MANTOUX (EXC. CONVERSION)
A62.3|CONSULTA TELEFONICA
P79.7|TRASTORNO OBSESIVO COMPULSIVO
P80.13|TRAST. PERSONALITAT NARCISITA
P80.14|TRAST. PERSONALITAT PER EVITACIO
S82.0|NEVUS (NO MAPEA)
S83.2|CONGENITA, ANOM. PIEL
S85.0|QUISTE/FISTULA PILONIDAL (NO MAPEA)
S85.1|ABSCESO PILONIDAL
